1 1.920000e+03 8.052483e+03 6.670894e+05 1.060399e-03 2.310454e+01 7.161196e-03 3.976174e+04 1.489398e-306 1.937772e+11 6.931388e+09
2 1.880000e+03 7.872949e+03 6.521035e+05 1.083892e-03 2.877778e+01 8.728449e-03 4.397069e+04 2.958122e-306 2.160010e+11 1.392652e+10
3 1.840000e+03 7.732664e+03 6.372830e+05 1.107979e-03 4.275641e+01 1.270099e-02 4.850263e+04 5.338063e-306 2.397885e+11 2.536166e+10
4 1.800000e+03 7.615857e+03 6.226821e+05 1.132651e-03 6.469636e+01 1.882904e-02 5.330542e+04 9.048342e-306 2.649663e+11 4.332170e+10
5 1.760000e+03 7.517130e+03 6.087056e+05 1.157228e-03 9.643634e+01 2.752785e-02 5.861785e+04 1.468676e-305 2.927364e+11 7.078144e+10
6 1.720000e+03 7.421243e+03 5.948272e+05 1.182681e-03 1.387836e+02 3.884628e-02 6.370594e+04 2.325584e-305 3.196161e+11 1.128054e+11
7 1.680000e+03 7.337061e+03 5.801094e+05 1.210784e-03 1.964224e+02 5.385902e-02 6.917581e+04 3.568537e-305 3.484879e+11 1.740911e+11
8 1.640000e+03 7.254435e+03 5.652801e+05 1.240436e-03 2.687996e+02 7.217522e-02 7.402929e+04 5.323169e-305 3.744674e+11 2.611706e+11
9 1.600000e+03 7.181283e+03 5.509693e+05 1.270377e-03 3.601310e+02 9.482455e-02 7.881475e+04 7.661526e-305 4.001407e+11 3.778121e+11
10 1.560000e+03 7.114900e+03 5.370291e+05 1.300885e-03 4.732789e+02 1.223717e-01 8.340004e+04 1.069893e-304 4.248508e+11 5.300558e+11
11 1.520000e+03 7.048209e+03 5.227620e+05 1.333609e-03 6.152126e+02 1.562489e-01 8.754191e+04 1.477516e-304 4.474818e+11 7.354649e+11
12 1.480000e+03 6.981174e+03 5.081327e+05 1.368850e-03 7.929891e+02 1.979510e-01 9.119253e+04 2.020320e-304 4.677711e+11 1.010480e+12
13 1.440000e+03 6.914139e+03 4.935034e+05 1.405941e-03 9.980964e+02 2.452225e-01 9.375151e+04 2.702181e-304 4.825981e+11 1.358061e+12
14 1.400000e+03 6.848129e+03 4.772415e+05 1.449416e-03 1.274371e+03 3.080727e-01 9.649224e+04 3.624812e-304 4.984570e+11 1.830522e+12
