4.223518138000001e-05 2.067296027491246e+14 0.000000000000000e+00 0.000000000000000e+00 1.857627307160007e-06 
4.223523461000000e-05 2.067113306797896e+14 0.000000000000000e+00 0.000000000000000e+00 1.788996387541627e-06 
4.223528785000001e-05 2.066929649161196e+14 0.000000000000000e+00 0.000000000000000e+00 -3.158206797487204e-07 
4.223534109000000e-05 2.066745082958538e+14 0.000000000000000e+00 0.000000000000000e+00 -8.952195742667164e-07 
4.223539433000000e-05 2.066559602276905e+14 0.000000000000000e+00 0.000000000000000e+00 9.606385857854836e-07 
4.223544756999999e-05 2.066373201155090e+14 0.000000000000000e+00 0.000000000000000e+00 1.999989497481537e-06 
4.223550080000000e-05 2.066185908855851e+14 0.000000000000000e+00 0.000000000000000e+00 1.402436750518425e-06 
4.223555404000000e-05 2.065997648949885e+14 0.000000000000000e+00 0.000000000000000e+00 -1.015493387687835e-07 
4.223560728000001e-05 2.065808450426341e+14 0.000000000000000e+00 0.000000000000000e+00 -1.971803407947261e-07 
4.223566052000000e-05 2.065618307125812e+14 0.000000000000000e+00 0.000000000000000e+00 2.175751698998038e-06 
4.223571375000001e-05 2.065427248820697e+14 0.000000000000000e+00 0.000000000000000e+00 2.186105126921220e-07 
4.223576699000000e-05 2.065235197464548e+14 0.000000000000000e+00 0.000000000000000e+00 9.719276242692305e-07 
4.223582023000000e-05 2.065042182547472e+14 0.000000000000000e+00 0.000000000000000e+00 -9.942260679095045e-07 
4.223587346999999e-05 2.064848197703836e+14 0.000000000000000e+00 0.000000000000000e+00 -1.121514284586753e-06 
4.223592670000000e-05 2.064653273226340e+14 0.000000000000000e+00 0.000000000000000e+00 -1.225645977394100e-06 
4.223597994000000e-05 2.064457329405635e+14 0.000000000000000e+00 0.000000000000000e+00 -5.181373135598904e-07 
4.223603318000001e-05 2.064260396243069e+14 0.000000000000000e+00 0.000000000000000e+00 2.189258245886695e-06 
4.223608642000000e-05 2.064062467158407e+14 0.000000000000000e+00 0.000000000000000e+00 4.723417648883544e-07 
4.223613966000000e-05 2.063863535516046e+14 0.000000000000000e+00 0.000000000000000e+00 -1.125922538690005e-06 
4.223619289000000e-05 2.063663632274879e+14 0.000000000000000e+00 0.000000000000000e+00 -9.998969065307635e-07 
4.223624613000000e-05 2.063462675579438e+14 0.000000000000000e+00 0.000000000000000e+00 -2.986932781638291e-07 
4.223629936999999e-05 2.063260696085320e+14 0.000000000000000e+00 0.000000000000000e+00 1.011497245404118e-06 
4.223635261000000e-05 2.063057686931194e+14 0.000000000000000e+00 0.000000000000000e+00 -2.774258859986930e-06 
4.223640584000000e-05 2.062853679621282e+14 0.000000000000000e+00 0.000000000000000e+00 2.185754595003242e-06 
4.223645908000001e-05 2.062648590527588e+14 0.000000000000000e+00 0.000000000000000e+00 8.119073335009985e-07 
4.223651232000000e-05 2.062442450841339e+14 0.000000000000000e+00 0.000000000000000e+00 2.110461770422415e-06 
4.223656556000000e-05 2.062235253465778e+14 0.000000000000000e+00 0.000000000000000e+00 7.244950679662631e-07 
4.223661880000000e-05 2.062026991243971e+14 0.000000000000000e+00 0.000000000000000e+00 1.048421620210638e-06 
4.223667203000000e-05 2.061817696377959e+14 0.000000000000000e+00 0.000000000000000e+00 2.428255481800990e-06 
4.223672527000000e-05 2.061607282951310e+14 0.000000000000000e+00 0.000000000000000e+00 2.536279116977678e-06 
4.223677851000000e-05 2.061395782840209e+14 0.000000000000000e+00 0.000000000000000e+00 3.919318255428223e-06 
4.223683175000000e-05 2.061183188639845e+14 0.000000000000000e+00 0.000000000000000e+00 -5.371283553861619e-06 
4.223688498000001e-05 2.060969533123894e+14 0.000000000000000e+00 0.000000000000000e+00 1.111423888321365e-06 
4.223693822000000e-05 2.060754728484565e+14 0.000000000000000e+00 0.000000000000000e+00 6.659796351582136e-07 
4.223699146000000e-05 2.060538807158689e+14 0.000000000000000e+00 0.000000000000000e+00 6.701432717934059e-07 
4.223704470000000e-05 2.060321761483162e+14 0.000000000000000e+00 0.000000000000000e+00 -1.334725722319310e-06 
4.223709793000000e-05 2.060103624815245e+14 0.000000000000000e+00 0.000000000000000e+00 -1.548824090658418e-06 
4.223715117000000e-05 2.059884307399655e+14 0.000000000000000e+00 0.000000000000000e+00 6.763291641028250e-07 
4.223720441000000e-05 2.059663842245609e+14 0.000000000000000e+00 0.000000000000000e+00 4.893691994638560e-07 
