Wavelength (Angstroms), Normalized intensity, Element
4228.082, 8315, 
4228.084, 8309, 
4228.086, 8302, 
4228.088, 8298, 
4228.09, 8295, 
4228.092, 8292, 
4228.094, 8291, 
4228.096, 8291, 
4228.098, 8292, 
4228.1, 8293, 
4228.102, 8296, 
4228.104, 8301, 
4228.106, 8306, 
4228.108, 8312, 
4228.11, 8319, 
4228.112, 8325, 
4228.114, 8333, 
4228.116, 8342, 
4228.118, 8353, 
4228.12, 8362, 
4228.122, 8371, 
4228.124, 8380, 
4228.126, 8388, 
4228.128, 8398, 
4228.13, 8407, 
4228.132, 8416, 
4228.134, 8425, 
4228.136, 8433, 
4228.138, 8443, 
4228.14, 8452, 
4228.142, 8459, 
4228.144, 8465, 
4228.146, 8471, 
4228.148, 8476, 
4228.15, 8480, 
4228.152, 8482, 
4228.154, 8484, 
4228.156, 8484, 
4228.158, 8482, 
4228.16, 8480, 
4228.162, 8476, 
4228.164, 8472, 
4228.166, 8467, 
4228.168, 8461, 
4228.17, 8454, 
4228.172, 8445, 
4228.174, 8436, 
4228.176, 8427, 
4228.178, 8418, 
4228.18, 8408, 
4228.182, 8398, 
4228.184, 8390, 
4228.186, 8380, 
4228.188, 8371, 
4228.19, 8364, 
4228.192, 8358, 
4228.194, 8354, 
4228.196, 8352, 
4228.198, 8350, 
4228.2, 8349, 
4228.202, 8349, 
4228.204, 8351, 
4228.206, 8354, 
4228.208, 8357, 
4228.21, 8362, 
4228.212, 8367, 
4228.214, 8372, 
4228.216, 8379, 
4228.218, 8384, 
4228.22, 8390, 
4228.222, 8395, 
4228.224, 8400, 
4228.226, 8406, 
4228.228, 8409, 
4228.23, 8413, 
4228.232, 8415, 
4228.234, 8417, 
4228.236, 8418, 
4228.238, 8419, 
4228.24, 8419, 
4228.242, 8418, 
4228.244, 8415, 
4228.246, 8412, 
4228.248, 8407, 
4228.25, 8402, 
4228.252, 8396, 
4228.254, 8388, 
4228.256, 8380, 
4228.258, 8370, 
4228.26, 8360, 
4228.262, 8350, 
4228.264, 8338, 
4228.266, 8326, 
4228.268, 8313, 
4228.27, 8299, 
4228.272, 8285, 
4228.274, 8270, 
4228.276, 8257, 
4228.278, 8244, 
4228.28, 8230, 
4228.282, 8217, 
4228.284, 8205, 
4228.286, 8193, 
4228.288, 8183, 
4228.29, 8174, 
4228.292, 8165, 
4228.294, 8153, 
4228.296, 8149, 
4228.298, 8146, 
4228.3, 8145, 
4228.302, 8145, 
4228.304, 8147, 
4228.306, 8151, 
4228.308, 8157, 
4228.31, 8163, 
4228.312, 8172, 
4228.314, 8182, 
4228.316, 8195, 
4228.318, 8205, 
4228.32, 8217, 
4228.322, 8229, 
4228.324, 8242, 
4228.326, 8255, 
4228.328, 8270, 
4228.33, 8284, 
4228.332, 8300, 
4228.334, 8316, 
4228.336, 8332, 
4228.338, 8349, 
4228.34, 8368, 
4228.342, 8385, 
4228.344, 8403, 
4228.346, 8422, 
4228.348, 8440, 
4228.35, 8457, 
4228.352, 8474, 
4228.354, 8492, 
4228.356, 8510, 
4228.358, 8527, 
4228.36, 8544, 
4228.362, 8563, 
4228.364, 8581, 
4228.366, 8599, 
4228.368, 8618, 
4228.37, 8635, 
4228.372, 8653, 
4228.374, 8670, 
4228.376, 8687, 
4228.378, 8703, 
4228.38, 8719, 
4228.382, 8734, 
4228.384, 8750, 
4228.386, 8765, 
4228.388, 8779, 
4228.39, 8792, 
4228.392, 8806, 
4228.394, 8819, 
4228.396, 8831, 
4228.398, 8843, 
4228.4, 8855, 
4228.402, 8866, 
4228.404, 8878, 
4228.406, 8889, 
4228.408, 8900, 
4228.41, 8911, 
4228.412, 8922, 
4228.414, 8932, 
4228.416, 8943, 
4228.418, 8953, 
4228.42, 8963, 
4228.422, 8973, 
4228.424, 8982, 
4228.426, 8991, 
4228.428, 9000, 
4228.43, 9008, 
4228.432, 9016, 
4228.434, 9024, 
4228.436, 9031, 
4228.438, 9038, 
4228.44, 9046, 
4228.442, 9052, 
4228.444, 9059, 
4228.446, 9066, 
4228.448, 9072, 
4228.45, 9078, 
4228.452, 9084, 
4228.454, 9089, 
4228.456, 9095, 
4228.458, 9101, 
4228.46, 9105, 
4228.462, 9110, 
4228.464, 9115, 
4228.466, 9119, 
4228.468, 9122, 
4228.47, 9126, 
4228.472, 9129, 
4228.474, 9132, 
4228.476, 9135, 
4228.478, 9138, 
4228.48, 9140, 
4228.482, 9142, 
4228.484, 9143, 
4228.486, 9145, 
4228.488, 9146, 
4228.49, 9147, 
4228.492, 9148, 
4228.494, 9148, 
4228.496, 9148, 
4228.498, 9147, 
4228.5, 9147, 
4228.502, 9146, 
4228.504, 9144, 
4228.506, 9143, 
4228.508, 9141, 
4228.51, 9139, 
4228.512, 9137, 
4228.514, 9136, 
4228.516, 9133, 
4228.518, 9132, 
4228.52, 9130, 
4228.522, 9130, 
4228.524, 9129, 
4228.526, 9127, 
4228.528, 9126, 
4228.53, 9125, 
4228.532, 9125, 
4228.534, 9124, 
4228.536, 9124, 
4228.538, 9125, 
4228.54, 9126, 
4228.542, 9127, 
4228.544, 9129, 
4228.546, 9131, 
4228.548, 9133, 
4228.55, 9135, 
4228.552, 9138, 
4228.554, 9141, 
4228.556, 9144, 
4228.558, 9146, 
4228.56, 9149, 
4228.562, 9152, 
4228.564, 9155, 
4228.566, 9157, 
4228.568, 9159, 
4228.57, 9161, 
4228.572, 9163, 
4228.574, 9164, 
4228.576, 9165, 
4228.578, 9166, 
4228.58, 9166, 
4228.582, 9166, 
4228.584, 9165, 
4228.586, 9165, 
4228.588, 9165, 
4228.59, 9164, 
4228.592, 9163, 
4228.594, 9164, 
4228.596, 9163, 
4228.598, 9163, 
4228.6, 9164, 
4228.602, 9164, 
4228.604, 9165, 
4228.606, 9167, 
4228.608, 9169, 
4228.61, 9171, 
4228.612, 9173, 
4228.614, 9176, 
4228.616, 9179, 
4228.618, 9183, 
4228.62, 9186, 
4228.622, 9189, 
4228.624, 9192, 
4228.626, 9195, 
4228.628, 9197, 
4228.63, 9200, 
4228.632, 9201, 
4228.634, 9201, 
4228.636, 9201, 
4228.638, 9199, 
4228.64, 9195, 
4228.642, 9189, 
4228.644, 9182, 
4228.646, 9173, 
4228.648, 9161, 
4228.65, 9148, 
4228.652, 9134, 
4228.654, 9116, 
4228.656, 9093, 
4228.658, 9066, 
4228.66, 9039, 
4228.662, 9006, 
4228.664, 8963, 
4228.666, 8916, 
4228.668, 8865, 
4228.67, 8808, 
4228.672, 8742, 
4228.674, 8665, 
4228.676, 8580, 
4228.678, 8487, 
4228.68, 8384, 
4228.682, 8270, 
4228.684, 8145, 
4228.686, 8013, 
4228.688, 7876, 
4228.69, 7735, 
4228.692, 7585, 
4228.694, 7431, 
4228.696, 7274, 
4228.698, 7121, 
4228.7, 6971, 
4228.702, 6825, 
4228.704, 6689, 
4228.706, 6558, 
4228.708, 6437, 
4228.71, 6329, 
4228.712, 6235, 
4228.714, 6160, 
4228.716, 6105, 
4228.718, 6070, 
4228.72, 6058, 
4228.722, 6068, 
4228.724, 6100, 
4228.726, 6153, 
4228.728, 6225, 
4228.73, 6316, 
4228.732, 6426, 
4228.734, 6550, 
4228.736, 6683, 
4228.738, 6830, 
4228.74, 6988, 
4228.742, 7137, 
4228.744, 7290, 
4228.746, 7444, 
4228.748, 7590, 
4228.75, 7732, 
4228.752, 7870, 
4228.754, 8001, 
4228.756, 8124, 
4228.758, 8242, 
4228.76, 8351, 
4228.762, 8455, 
4228.764, 8547, 
4228.766, 8632, 
4228.768, 8706, 
4228.77, 8774, 
4228.772, 8834, 
4228.774, 8889, 
4228.776, 8940, 
4228.778, 8987, 
4228.78, 9030, 
4228.782, 9066, 
4228.784, 9099, 
4228.786, 9127, 
4228.788, 9154, 
4228.79, 9179, 
4228.792, 9202, 
4228.794, 9223, 
4228.796, 9241, 
4228.798, 9257, 
4228.8, 9272, 
4228.802, 9282, 
4228.804, 9292, 
4228.806, 9302, 
4228.808, 9311, 
4228.81, 9319, 
4228.812, 9325, 
4228.814, 9330, 
4228.816, 9335, 
4228.818, 9339, 
4228.82, 9343, 
4228.822, 9346, 
4228.824, 9349, 
4228.826, 9351, 
4228.828, 9354, 
4228.83, 9357, 
4228.832, 9360, 
4228.834, 9362, 
4228.836, 9365, 
4228.838, 9367, 
4228.84, 9370, 
4228.842, 9375, 
4228.844, 9378, 
4228.846, 9382, 
4228.848, 9386, 
4228.85, 9389, 
4228.852, 9393, 
4228.854, 9397, 
4228.856, 9400, 
4228.858, 9404, 
4228.86, 9407, 
4228.862, 9410, 
4228.864, 9413, 
4228.866, 9416, 
4228.868, 9418, 
4228.87, 9420, 
4228.872, 9422, 
4228.874, 9424, 
4228.876, 9426, 
4228.878, 9427, 
4228.88, 9429, 
4228.882, 9431, 
4228.884, 9433, 
4228.886, 9435, 
4228.888, 9437, 
4228.89, 9438, 
4228.892, 9439, 
4228.894, 9441, 
4228.896, 9443, 
4228.898, 9443, 
4228.9, 9444, 
4228.902, 9445, 
4228.904, 9445, 
4228.906, 9445, 
4228.908, 9445, 
4228.91, 9445, 
4228.912, 9444, 
4228.914, 9444, 
4228.916, 9443, 
4228.918, 9442, 
4228.92, 9441, 
4228.922, 9439, 
4228.924, 9437, 
4228.926, 9435, 
4228.928, 9432, 
4228.93, 9429, 
4228.932, 9426, 
4228.934, 9422, 
4228.936, 9419, 
4228.938, 9415, 
4228.94, 9412, 
4228.942, 9408, 
4228.944, 9404, 
4228.946, 9401, 
4228.948, 9397, 
4228.95, 9394, 
4228.952, 9391, 
4228.954, 9389, 
4228.956, 9386, 
4228.958, 9384, 
4228.96, 9383, 
4228.962, 9382, 
4228.964, 9381, 
4228.966, 9381, 
4228.968, 9381, 
4228.97, 9380, 
4228.972, 9380, 
4228.974, 9380, 
4228.976, 9379, 
4228.978, 9380, 
4228.98, 9379, 
4228.982, 9378, 
4228.984, 9376, 
4228.986, 9375, 
4228.988, 9372, 
4228.99, 9369, 
4228.992, 9365, 
4228.994, 9360, 
4228.996, 9354, 
4228.998, 9347, 
4229.0, 9339, 
4229.002, 9331, 
4229.004, 9322, 
4229.006, 9311, 
4229.008, 9300, 
4229.01, 9288, 
4229.012, 9276, 
4229.014, 9263, 
4229.016, 9249, 
4229.018, 9234, 
4229.02, 9218, 
4229.022, 9203, 
4229.024, 9187, 
4229.026, 9173, 
4229.028, 9158, 
4229.03, 9144, 
4229.032, 9132, 
4229.034, 9121, 
4229.036, 9107, 
4229.038, 9099, 
4229.04, 9093, 
4229.042, 9089, 
4229.044, 9088, 
4229.046, 9089, 
4229.048, 9093, 
4229.05, 9098, 
4229.052, 9108, 
4229.054, 9117, 
4229.056, 9130, 
4229.058, 9144, 
4229.06, 9160, 
4229.062, 9176, 
4229.064, 9195, 
4229.066, 9214, 
4229.068, 9233, 
4229.07, 9252, 
4229.072, 9272, 
4229.074, 9291, 
4229.076, 9310, 
4229.078, 9327, 
4229.08, 9344, 
4229.082, 9360, 
4229.084, 9374, 
4229.086, 9387, 
4229.088, 9399, 
4229.09, 9411, 
4229.092, 9421, 
4229.094, 9430, 
4229.096, 9439, 
4229.098, 9446, 
4229.1, 9452, 
4229.102, 9459, 
4229.104, 9464, 
4229.106, 9469, 
4229.108, 9474, 
4229.11, 9478, 
4229.112, 9481, 
4229.114, 9483, 
4229.116, 9485, 
4229.118, 9487, 
4229.12, 9488, 
4229.122, 9488, 
4229.124, 9489, 
4229.126, 9489, 
4229.128, 9488, 
4229.13, 9487, 
4229.132, 9487, 
4229.134, 9486, 
4229.136, 9485, 
4229.138, 9485, 
4229.14, 9485, 
4229.142, 9484, 
4229.144, 9483, 
4229.146, 9483, 
4229.148, 9484, 
4229.15, 9484, 
4229.152, 9484, 
4229.154, 9485, 
4229.156, 9486, 
4229.158, 9487, 
4229.16, 9488, 
4229.162, 9488, 
4229.164, 9490, 
4229.166, 9491, 
4229.168, 9492, 
4229.17, 9493, 
4229.172, 9494, 
4229.174, 9495, 
4229.176, 9496, 
4229.178, 9497, 
4229.18, 9498, 
4229.182, 9499, 
4229.184, 9500, 
4229.186, 9501, 
4229.188, 9502, 
4229.19, 9502, 
4229.192, 9503, 
4229.194, 9503, 
4229.196, 9503, 
4229.198, 9503, 
4229.2, 9503, 
4229.202, 9503, 
4229.204, 9502, 
4229.206, 9502, 
4229.208, 9501, 
4229.21, 9500, 
4229.212, 9500, 
4229.214, 9499, 
4229.216, 9499, 
4229.218, 9499, 
4229.22, 9500, 
4229.222, 9500, 
4229.224, 9501, 
4229.226, 9503, 
4229.228, 9504, 
4229.23, 9505, 
4229.232, 9507, 
4229.234, 9508, 
4229.236, 9510, 
4229.238, 9511, 
4229.24, 9513, 
4229.242, 9514, 
4229.244, 9516, 
4229.246, 9518, 
4229.248, 9519, 
4229.25, 9519, 
4229.252, 9520, 
4229.254, 9521, 
4229.256, 9523, 
4229.258, 9524, 
4229.26, 9524, 
4229.262, 9524, 
4229.264, 9524, 
4229.266, 9523, 
4229.268, 9523, 
4229.27, 9521, 
4229.272, 9520, 
4229.274, 9518, 
4229.276, 9515, 
4229.278, 9513, 
4229.28, 9511, 
4229.282, 9508, 
4229.284, 9506, 
4229.286, 9503, 
4229.288, 9501, 
4229.29, 9498, 
4229.292, 9496, 
4229.294, 9493, 
4229.296, 9491, 
4229.298, 9487, 
4229.3, 9483, 
4229.302, 9479, 
4229.304, 9475, 
4229.306, 9471, 
4229.308, 9466, 
4229.31, 9461, 
4229.312, 9455, 
4229.314, 9449, 
4229.316, 9443, 
4229.318, 9437, 
4229.32, 9430, 
4229.322, 9422, 
4229.324, 9414, 
4229.326, 9404, 
4229.328, 9394, 
4229.33, 9383, 
4229.332, 9372, 
4229.334, 9357, 
4229.336, 9341, 
4229.338, 9324, 
4229.34, 9305, 
4229.342, 9281, 
4229.344, 9256, 
4229.346, 9226, 
4229.348, 9198, 
4229.35, 9158, 
4229.352, 9112, 
4229.354, 9060, 
4229.356, 8994, 
4229.358, 8917, 
4229.36, 8830, 
4229.362, 8734, 
4229.364, 8627, 
4229.366, 8512, 
4229.368, 8388, 
4229.37, 8255, 
4229.372, 8102, 
4229.374, 7944, 
4229.376, 7781, 
4229.378, 7600, 
4229.38, 7398, 
4229.382, 7206, 
4229.384, 7013, 
4229.386, 6814, 
4229.388, 6620, 
4229.39, 6427, 
4229.392, 6245, 
4229.394, 6081, 
4229.396, 5938, 
4229.398, 5806, 
4229.4, 5693, 
4229.402, 5602, 
4229.404, 5535, 
4229.406, 5492, 
4229.408, 5476, 
4229.41, 5486, 
4229.412, 5521, 
4229.414, 5583, 
4229.416, 5669, 
4229.418, 5775, 
4229.42, 5895, 
4229.422, 6032, 
4229.424, 6193, 
4229.426, 6350, 
4229.428, 6508, 
4229.43, 6669, 
4229.432, 6824, 
4229.434, 6964, 
4229.436, 7092, 
4229.438, 7207, 
4229.44, 7306, 
4229.442, 7381, 
4229.444, 7433, 
4229.446, 7466, 
4229.448, 7480, 
4229.45, 7472, 
4229.452, 7443, 
4229.454, 7390, 
4229.456, 7311, 
4229.458, 7205, 
4229.46, 7077, 
4229.462, 6940, 
4229.464, 6782, 
4229.466, 6605, 
4229.468, 6405, 
4229.47, 6186, 
4229.472, 5964, 
4229.474, 5739, 
4229.476, 5509, 
4229.478, 5269, 
4229.48, 5027, 
4229.482, 4789, 
4229.484, 4546, 
4229.486, 4305, 
4229.488, 4061, 
4229.49, 3834, 
4229.492, 3617, 
4229.494, 3412, 
4229.496, 3216, 
4229.498, 3032, 
4229.5, 2868, 
4229.502, 2718, 
4229.504, 2584, 
4229.506, 2464, 
4229.508, 2362, 
4229.51, 2280, 
4229.512, 2226, 
4229.514, 2189, 
4229.516, 2168, 
4229.518, 2165, 
4229.52, 2184, 
4229.522, 2219, 
4229.524, 2272, 
4229.526, 2358, 
4229.528, 2465, 
4229.53, 2592, 
4229.532, 2740, 
4229.534, 2912, 
4229.536, 3109, 
4229.538, 3322, 
4229.54, 3555, 
4229.542, 3809, 
4229.544, 4074, 
4229.546, 4346, 
4229.548, 4620, 
4229.55, 4903, 
4229.552, 5193, 
4229.554, 5483, 
4229.556, 5767, 
4229.558, 6037, 
4229.56, 6302, 
4229.562, 6561, 
4229.564, 6811, 
4229.566, 7045, 
4229.568, 7267, 
4229.57, 7473, 
4229.572, 7656, 
4229.574, 7831, 
4229.576, 7989, 
4229.578, 8132, 
4229.58, 8267, 
4229.582, 8392, 
4229.584, 8503, 
4229.586, 8604, 
4229.588, 8694, 
4229.59, 8782, 
4229.592, 8860, 
4229.594, 8931, 
4229.596, 8996, 
4229.598, 9053, 
4229.6, 9104, 
4229.602, 9151, 
4229.604, 9194, 
4229.606, 9233, 
4229.608, 9267, 
4229.61, 9299, 
4229.612, 9328, 
4229.614, 9354, 
4229.616, 9378, 
4229.618, 9400, 
4229.62, 9416, 
4229.622, 9429, 
4229.624, 9443, 
4229.626, 9455, 
4229.628, 9466, 
4229.63, 9476, 
4229.632, 9481, 
4229.634, 9486, 
4229.636, 9489, 
4229.638, 9492, 
4229.64, 9492, 
4229.642, 9491, 
4229.644, 9487, 
4229.646, 9481, 
4229.648, 9472, 
4229.65, 9462, 
4229.652, 9454, 
4229.654, 9439, 
4229.656, 9422, 
4229.658, 9404, 
4229.66, 9381, 
4229.662, 9355, 
4229.664, 9329, 
4229.666, 9297, 
4229.668, 9259, 
4229.67, 9217, 
4229.672, 9170, 
4229.674, 9119, 
4229.676, 9065, 
4229.678, 9003, 
4229.68, 8935, 
4229.682, 8856, 
4229.684, 8767, 
4229.686, 8673, 
4229.688, 8574, 
4229.69, 8469, 
4229.692, 8355, 
4229.694, 8231, 
4229.696, 8097, 
4229.698, 7954, 
4229.7, 7792, 
4229.702, 7619, 
4229.704, 7430, 
4229.706, 7230, 
4229.708, 7015, 
4229.71, 6789, 
4229.712, 6555, 
4229.714, 6308, 
4229.716, 6051, 
4229.718, 5781, 
4229.72, 5498, 
4229.722, 5217, 
4229.724, 4938, 
4229.726, 4658, 
4229.728, 4384, 
4229.73, 4108, 
4229.732, 3843, 
4229.734, 3593, 
4229.736, 3349, 
4229.738, 3122, 
4229.74, 2908, 
4229.742, 2709, 
4229.744, 2525, 
4229.746, 2360, 
4229.748, 2225, 
4229.75, 2103, 
4229.752, 1997, 
4229.754, 1909, 
4229.756, 1840, 
4229.758, 1797, 
4229.76, 1764, 
4229.762, 1745, 
4229.764, 1741, 
4229.766, 1750, 
4229.768, 1773, 
4229.77, 1808, 
4229.772, 1849, 
4229.774, 1907, 
4229.776, 1980, 
4229.778, 2059, 
4229.78, 2143, 
4229.782, 2234, 
4229.784, 2331, 
4229.786, 2432, 
4229.788, 2537, 
4229.79, 2644, 
4229.792, 2745, 
4229.794, 2849, 
4229.796, 2952, 
4229.798, 3058, 
4229.8, 3165, 
4229.802, 3274, 
4229.804, 3386, 
4229.806, 3501, 
4229.808, 3619, 
4229.81, 3741, 
4229.812, 3865, 
4229.814, 3995, 
4229.816, 4128, 
4229.818, 4261, 
4229.82, 4396, 
4229.822, 4530, 
4229.824, 4663, 
4229.826, 4797, 
4229.828, 4927, 
4229.83, 5055, 
4229.832, 5176, 
4229.834, 5291, 
4229.836, 5397, 
4229.838, 5495, 
4229.84, 5578, 
4229.842, 5648, 
4229.844, 5699, 
4229.846, 5739, 
4229.848, 5767, 
4229.85, 5780, 
4229.852, 5779, 
4229.854, 5762, 
4229.856, 5730, 
4229.858, 5683, 
4229.86, 5624, 
4229.862, 5555, 
4229.864, 5477, 
4229.866, 5387, 
4229.868, 5290, 
4229.87, 5187, 
4229.872, 5077, 
4229.874, 4963, 
4229.876, 4851, 
4229.878, 4734, 
4229.88, 4619, 
4229.882, 4504, 
4229.884, 4396, 
4229.886, 4292, 
4229.888, 4192, 
4229.89, 4097, 
4229.892, 4011, 
4229.894, 3933, 
4229.896, 3861, 
4229.898, 3801, 
4229.9, 3754, 
4229.902, 3712, 
4229.904, 3677, 
4229.906, 3655, 
4229.908, 3643, 
4229.91, 3642, 
4229.912, 3651, 
4229.914, 3672, 
4229.916, 3705, 
4229.918, 3746, 
4229.92, 3795, 
4229.922, 3861, 
4229.924, 3943, 
4229.926, 4036, 
4229.928, 4140, 
4229.93, 4257, 
4229.932, 4383, 
4229.934, 4518, 
4229.936, 4660, 
4229.938, 4812, 
4229.94, 4971, 
4229.942, 5136, 
4229.944, 5304, 
4229.946, 5480, 
4229.948, 5660, 
4229.95, 5838, 
4229.952, 6014, 
4229.954, 6192, 
4229.956, 6378, 
4229.958, 6564, 
4229.96, 6737, 
4229.962, 6909, 
4229.964, 7077, 
4229.966, 7236, 
4229.968, 7386, 
4229.97, 7539, 
4229.972, 7679, 
4229.974, 7813, 
4229.976, 7944, 
4229.978, 8067, 
4229.98, 8186, 
4229.982, 8297, 
4229.984, 8406, 
4229.986, 8507, 
4229.988, 8599, 
4229.99, 8683, 
4229.992, 8762, 
4229.994, 8835, 
4229.996, 8905, 
4229.998, 8969, 
4230.0, 9030, 
4230.002, 9083, 
4230.004, 9133, 
4230.006, 9179, 
4230.008, 9221, 
4230.01, 9260, 
4230.012, 9293, 
4230.014, 9321, 
4230.016, 9349, 
4230.018, 9373, 
4230.02, 9393, 
4230.022, 9411, 
4230.024, 9428, 
4230.026, 9443, 
4230.028, 9457, 
4230.03, 9466, 
4230.032, 9476, 
4230.034, 9486, 
4230.036, 9496, 
4230.038, 9503, 
4230.04, 9509, 
4230.042, 9513, 
4230.044, 9519, 
4230.046, 9522, 
4230.048, 9523, 
4230.05, 9524, 
4230.052, 9526, 
4230.054, 9526, 
4230.056, 9524, 
4230.058, 9524, 
4230.06, 9522, 
4230.062, 9521, 
4230.064, 9518, 
4230.066, 9515, 
4230.068, 9512, 
4230.07, 9508, 
4230.072, 9503, 
4230.074, 9498, 
4230.076, 9493, 
4230.078, 9488, 
4230.08, 9482, 
4230.082, 9476, 
4230.084, 9469, 
4230.086, 9462, 
4230.088, 9455, 
4230.09, 9447, 
4230.092, 9438, 
4230.094, 9430, 
4230.096, 9421, 
4230.098, 9413, 
4230.1, 9404, 
4230.102, 9396, 
4230.104, 9387, 
4230.106, 9379, 
4230.108, 9372, 
4230.11, 9365, 
4230.112, 9358, 
4230.114, 9352, 
4230.116, 9347, 
4230.118, 9342, 
4230.12, 9339, 
4230.122, 9336, 
4230.124, 9333, 
4230.126, 9330, 
4230.128, 9327, 
4230.13, 9326, 
4230.132, 9325, 
4230.134, 9323, 
4230.136, 9322, 
4230.138, 9321, 
4230.14, 9320, 
4230.142, 9318, 
4230.144, 9315, 
4230.146, 9313, 
4230.148, 9310, 
4230.15, 9307, 
4230.152, 9303, 
4230.154, 9297, 
4230.156, 9291, 
4230.158, 9284, 
4230.16, 9276, 
4230.162, 9266, 
4230.164, 9254, 
4230.166, 9244, 
4230.168, 9232, 
4230.17, 9218, 
4230.172, 9202, 
4230.174, 9186, 
4230.176, 9168, 
4230.178, 9149, 
4230.18, 9128, 
4230.182, 9107, 
4230.184, 9083, 
4230.186, 9060, 
4230.188, 9036, 
4230.19, 9012, 
4230.192, 8989, 
4230.194, 8966, 
4230.196, 8942, 
4230.198, 8919, 
4230.2, 8895, 
4230.202, 8873, 
4230.204, 8853, 
4230.206, 8835, 
4230.208, 8818, 
4230.21, 8803, 
4230.212, 8792, 
4230.214, 8780, 
4230.216, 8769, 
4230.218, 8758, 
4230.22, 8750, 
4230.222, 8739, 
4230.224, 8732, 
4230.226, 8726, 
4230.228, 8719, 
4230.23, 8714, 
4230.232, 8709, 
4230.234, 8703, 
4230.236, 8699, 
4230.238, 8695, 
4230.24, 8689, 
4230.242, 8683, 
4230.244, 8678, 
4230.246, 8671, 
4230.248, 8663, 
4230.25, 8654, 
4230.252, 8645, 
4230.254, 8635, 
4230.256, 8626, 
4230.258, 8615, 
4230.26, 8609, 
4230.262, 8602, 
4230.264, 8601, 
4230.266, 8601, 
4230.268, 8602, 
4230.27, 8609, 
4230.272, 8618, 
4230.274, 8627, 
4230.276, 8641, 
4230.278, 8661, 
4230.28, 8686, 
4230.282, 8710, 
4230.284, 8736, 
4230.286, 8764, 
4230.288, 8795, 
4230.29, 8829, 
4230.292, 8863, 
4230.294, 8897, 
4230.296, 8932, 
4230.298, 8964, 
4230.3, 8998, 
4230.302, 9031, 
4230.304, 9062, 
4230.306, 9093, 
4230.308, 9121, 
4230.31, 9148, 
4230.312, 9175, 
4230.314, 9200, 
4230.316, 9224, 
4230.318, 9246, 
4230.32, 9265, 
4230.322, 9281, 
4230.324, 9296, 
4230.326, 9310, 
4230.328, 9322, 
4230.33, 9332, 
4230.332, 9344, 
4230.334, 9352, 
4230.336, 9358, 
4230.338, 9362, 
4230.34, 9365, 
4230.342, 9367, 
4230.344, 9366, 
4230.346, 9364, 
4230.348, 9360, 
4230.35, 9353, 
4230.352, 9344, 
4230.354, 9334, 
4230.356, 9323, 
4230.358, 9310, 
4230.36, 9299, 
4230.362, 9289, 
4230.364, 9279, 
4230.366, 9268, 
4230.368, 9258, 
4230.37, 9250, 
4230.372, 9243, 
4230.374, 9236, 
4230.376, 9232, 
4230.378, 9228, 
4230.38, 9226, 
4230.382, 9227, 
4230.384, 9231, 
4230.386, 9236, 
4230.388, 9242, 
4230.39, 9249, 
4230.392, 9256, 
4230.394, 9265, 
4230.396, 9273, 
4230.398, 9281, 
4230.4, 9290, 
4230.402, 9297, 
4230.404, 9303, 
4230.406, 9308, 
4230.408, 9311, 
4230.41, 9310, 
4230.412, 9308, 
4230.414, 9302, 
4230.416, 9294, 
4230.418, 9286, 
4230.42, 9271, 
4230.422, 9248, 
4230.424, 9218, 
4230.426, 9183, 
4230.428, 9139, 
4230.43, 9090, 
4230.432, 9033, 
4230.434, 8970, 
4230.436, 8908, 
4230.438, 8844, 
4230.44, 8772, 
4230.442, 8689, 
4230.444, 8598, 
4230.446, 8503, 
4230.448, 8408, 
4230.45, 8311, 
4230.452, 8210, 
4230.454, 8102, 
4230.456, 8000, 
4230.458, 7902, 
4230.46, 7814, 
4230.462, 7731, 
4230.464, 7651, 
4230.466, 7577, 
4230.468, 7510, 
4230.47, 7454, 
4230.472, 7407, 
4230.474, 7367, 
4230.476, 7336, 
4230.478, 7314, 
4230.48, 7304, 
4230.482, 7306, 
4230.484, 7320, 
4230.486, 7345, 
4230.488, 7378, 
4230.49, 7419, 
4230.492, 7465, 
4230.494, 7519, 
4230.496, 7580, 
4230.498, 7643, 
4230.5, 7706, 
4230.502, 7774, 
4230.504, 7840, 
4230.506, 7908, 
4230.508, 7973, 
4230.51, 8034, 
4230.512, 8089, 
4230.514, 8135, 
4230.516, 8174, 
4230.518, 8202, 
4230.52, 8220, 
4230.522, 8227, 
4230.524, 8221, 
4230.526, 8202, 
4230.528, 8169, 
4230.53, 8129, 
4230.532, 8077, 
4230.534, 8011, 
4230.536, 7931, 
4230.538, 7839, 
4230.54, 7738, 
4230.542, 7629, 
4230.544, 7514, 
4230.546, 7395, 
4230.548, 7274, 
4230.55, 7147, 
4230.552, 7015, 
4230.554, 6884, 
4230.556, 6763, 
4230.558, 6652, 
4230.56, 6554, 
4230.562, 6464, 
4230.564, 6391, 
4230.566, 6331, 
4230.568, 6291, 
4230.57, 6271, 
4230.572, 6271, 
4230.574, 6291, 
4230.576, 6333, 
4230.578, 6394, 
4230.58, 6477, 
4230.582, 6582, 
4230.584, 6702, 
4230.586, 6837, 
4230.588, 6981, 
4230.59, 7127, 
4230.592, 7284, 
4230.594, 7444, 
4230.596, 7604, 
4230.598, 7762, 
4230.6, 7915, 
4230.602, 8060, 
4230.604, 8199, 
4230.606, 8331, 
4230.608, 8459, 
4230.61, 8576, 
4230.612, 8684, 
4230.614, 8781, 
4230.616, 8870, 
4230.618, 8951, 
4230.62, 9025, 
